sample_id,class,video_path,fps,frame_count,width,height,duration
00144_H_A_N_C1,N/N,../data/train/raw/video/N/N/00144_H_A_N_C1/00144_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00564_H_D_N_C3,N/N,../data/train/raw/video/N/N/00564_H_D_N_C3/00564_H_D_N_C3.mp4,10.0,100,1280,720,10.0
02145_H_A_N_C4,N/N,../data/train/raw/video/N/N/02145_H_A_N_C4/02145_H_A_N_C4.mp4,10.0,100,1280,720,10.0
02258_H_A_N_C2,N/N,../data/train/raw/video/N/N/02258_H_A_N_C2/02258_H_A_N_C2.mp4,10.0,100,1280,720,10.0
01991_H_A_N_C5,N/N,../data/train/raw/video/N/N/01991_H_A_N_C5/01991_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02398_H_A_N_C1,N/N,../data/train/raw/video/N/N/02398_H_A_N_C1/02398_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02006_H_A_N_C7,N/N,../data/train/raw/video/N/N/02006_H_A_N_C7/02006_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00491_H_D_N_C7,N/N,../data/train/raw/video/N/N/00491_H_D_N_C7/00491_H_D_N_C7.mp4,10.0,100,1280,720,10.0
00184_H_A_N_C2,N/N,../data/train/raw/video/N/N/00184_H_A_N_C2/00184_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02460_H_A_N_C1,N/N,../data/train/raw/video/N/N/02460_H_A_N_C1/02460_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02149_H_A_N_C2,N/N,../data/train/raw/video/N/N/02149_H_A_N_C2/02149_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00006_H_A_N_C8,N/N,../data/train/raw/video/N/N/00006_H_A_N_C8/00006_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00346_H_A_N_C7,N/N,../data/train/raw/video/N/N/00346_H_A_N_C7/00346_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02537_H_D_N_C8,N/N,../data/train/raw/video/N/N/02537_H_D_N_C8/02537_H_D_N_C8.mp4,10.0,100,1280,720,10.0
02553_H_D_N_C1,N/N,../data/train/raw/video/N/N/02553_H_D_N_C1/02553_H_D_N_C1.mp4,10.0,100,1280,720,10.0
00156_H_A_N_C1,N/N,../data/train/raw/video/N/N/00156_H_A_N_C1/00156_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00073_H_A_N_C1,N/N,../data/train/raw/video/N/N/00073_H_A_N_C1/00073_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00713_H_D_N_C8,N/N,../data/train/raw/video/N/N/00713_H_D_N_C8/00713_H_D_N_C8.mp4,10.0,100,1280,720,10.0
02545_H_D_N_C6,N/N,../data/train/raw/video/N/N/02545_H_D_N_C6/02545_H_D_N_C6.mp4,10.0,100,1280,720,10.0
00508_H_D_N_C8,N/N,../data/train/raw/video/N/N/00508_H_D_N_C8/00508_H_D_N_C8.mp4,10.0,100,1280,720,10.0
00470_H_A_N_C4,N/N,../data/train/raw/video/N/N/00470_H_A_N_C4/00470_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00551_H_D_N_C8,N/N,../data/train/raw/video/N/N/00551_H_D_N_C8/00551_H_D_N_C8.mp4,10.0,100,1280,720,10.0
00152_H_A_N_C5,N/N,../data/train/raw/video/N/N/00152_H_A_N_C5/00152_H_A_N_C5.mp4,10.0,100,1280,720,10.0
00103_H_A_N_C1,N/N,../data/train/raw/video/N/N/00103_H_A_N_C1/00103_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02245_H_A_N_C5,N/N,../data/train/raw/video/N/N/02245_H_A_N_C5/02245_H_A_N_C5.mp4,10.0,100,1280,720,10.0
00117_H_A_N_C2,N/N,../data/train/raw/video/N/N/00117_H_A_N_C2/00117_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00300_H_A_N_C5,N/N,../data/train/raw/video/N/N/00300_H_A_N_C5/00300_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02360_H_A_N_C8,N/N,../data/train/raw/video/N/N/02360_H_A_N_C8/02360_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00604_H_D_N_C3,N/N,../data/train/raw/video/N/N/00604_H_D_N_C3/00604_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00125_H_A_N_C3,N/N,../data/train/raw/video/N/N/00125_H_A_N_C3/00125_H_A_N_C3.mp4,10.0,100,1280,720,10.0
00276_H_D_N_C7,N/N,../data/train/raw/video/N/N/00276_H_D_N_C7/00276_H_D_N_C7.mp4,10.0,100,1280,720,10.0
02003_H_A_N_C4,N/N,../data/train/raw/video/N/N/02003_H_A_N_C4/02003_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00051_H_A_N_C8,N/N,../data/train/raw/video/N/N/00051_H_A_N_C8/00051_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02384_H_A_N_C1,N/N,../data/train/raw/video/N/N/02384_H_A_N_C1/02384_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02081_H_A_N_C4,N/N,../data/train/raw/video/N/N/02081_H_A_N_C4/02081_H_A_N_C4.mp4,10.0,100,1280,720,10.0
02603_H_A_N_C2,N/N,../data/train/raw/video/N/N/02603_H_A_N_C2/02603_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00106_H_A_N_C6,N/N,../data/train/raw/video/N/N/00106_H_A_N_C6/00106_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02573_H_D_N_C4,N/N,../data/train/raw/video/N/N/02573_H_D_N_C4/02573_H_D_N_C4.mp4,10.0,100,1280,720,10.0
00713_H_D_N_C7,N/N,../data/train/raw/video/N/N/00713_H_D_N_C7/00713_H_D_N_C7.mp4,10.0,100,1280,720,10.0
02493_H_A_N_C7,N/N,../data/train/raw/video/N/N/02493_H_A_N_C7/02493_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02629_H_A_N_C7,N/N,../data/train/raw/video/N/N/02629_H_A_N_C7/02629_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00156_H_A_N_C4,N/N,../data/train/raw/video/N/N/00156_H_A_N_C4/00156_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00099_H_A_N_C6,N/N,../data/train/raw/video/N/N/00099_H_A_N_C6/00099_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02347_H_A_N_C4,N/N,../data/train/raw/video/N/N/02347_H_A_N_C4/02347_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00564_H_D_N_C2,N/N,../data/train/raw/video/N/N/00564_H_D_N_C2/00564_H_D_N_C2.mp4,10.0,100,1280,720,10.0
02531_H_A_N_C6,N/N,../data/train/raw/video/N/N/02531_H_A_N_C6/02531_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02612_H_A_N_C6,N/N,../data/train/raw/video/N/N/02612_H_A_N_C6/02612_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00030_H_A_N_C5,N/N,../data/train/raw/video/N/N/00030_H_A_N_C5/00030_H_A_N_C5.mp4,10.0,100,1280,720,10.0
00495_H_D_N_C1,N/N,../data/train/raw/video/N/N/00495_H_D_N_C1/00495_H_D_N_C1.mp4,10.0,100,1280,720,10.0
00600_H_D_N_C5,N/N,../data/train/raw/video/N/N/00600_H_D_N_C5/00600_H_D_N_C5.mp4,10.0,100,1280,720,10.0
02320_H_A_N_C2,N/N,../data/train/raw/video/N/N/02320_H_A_N_C2/02320_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00264_H_D_N_C1,N/N,../data/train/raw/video/N/N/00264_H_D_N_C1/00264_H_D_N_C1.mp4,10.0,100,1280,720,10.0
00694_H_D_N_C1,N/N,../data/train/raw/video/N/N/00694_H_D_N_C1/00694_H_D_N_C1.mp4,10.0,100,1280,720,10.0
00725_H_D_N_C7,N/N,../data/train/raw/video/N/N/00725_H_D_N_C7/00725_H_D_N_C7.mp4,10.0,100,1280,720,10.0
00036_H_A_N_C1,N/N,../data/train/raw/video/N/N/00036_H_A_N_C1/00036_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00569_H_D_N_C6,N/N,../data/train/raw/video/N/N/00569_H_D_N_C6/00569_H_D_N_C6.mp4,10.0,100,1280,720,10.0
00537_H_D_N_C1,N/N,../data/train/raw/video/N/N/00537_H_D_N_C1/00537_H_D_N_C1.mp4,10.0,100,1280,720,10.0
00113_H_A_N_C2,N/N,../data/train/raw/video/N/N/00113_H_A_N_C2/00113_H_A_N_C2.mp4,10.0,100,1280,720,10.0
01999_H_A_N_C5,N/N,../data/train/raw/video/N/N/01999_H_A_N_C5/01999_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02620_H_A_N_C8,N/N,../data/train/raw/video/N/N/02620_H_A_N_C8/02620_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02213_H_A_N_C7,N/N,../data/train/raw/video/N/N/02213_H_A_N_C7/02213_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00036_H_A_N_C3,N/N,../data/train/raw/video/N/N/00036_H_A_N_C3/00036_H_A_N_C3.mp4,10.0,100,1280,720,10.0
02497_H_A_N_C4,N/N,../data/train/raw/video/N/N/02497_H_A_N_C4/02497_H_A_N_C4.mp4,10.0,100,1280,720,10.0
02639_H_A_N_C7,N/N,../data/train/raw/video/N/N/02639_H_A_N_C7/02639_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00113_H_A_N_C5,N/N,../data/train/raw/video/N/N/00113_H_A_N_C5/00113_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02343_H_A_N_C4,N/N,../data/train/raw/video/N/N/02343_H_A_N_C4/02343_H_A_N_C4.mp4,10.0,100,1280,720,10.0
02109_H_A_N_C3,N/N,../data/train/raw/video/N/N/02109_H_A_N_C3/02109_H_A_N_C3.mp4,10.0,100,1280,720,10.0
02509_H_A_N_C5,N/N,../data/train/raw/video/N/N/02509_H_A_N_C5/02509_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02591_H_A_N_C7,N/N,../data/train/raw/video/N/N/02591_H_A_N_C7/02591_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02523_H_A_N_C5,N/N,../data/train/raw/video/N/N/02523_H_A_N_C5/02523_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02469_H_A_N_C2,N/N,../data/train/raw/video/N/N/02469_H_A_N_C2/02469_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02258_H_A_N_C6,N/N,../data/train/raw/video/N/N/02258_H_A_N_C6/02258_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02314_H_A_N_C6,N/N,../data/train/raw/video/N/N/02314_H_A_N_C6/02314_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00513_H_D_N_C4,N/N,../data/train/raw/video/N/N/00513_H_D_N_C4/00513_H_D_N_C4.mp4,10.0,100,1280,720,10.0
02343_H_A_N_C2,N/N,../data/train/raw/video/N/N/02343_H_A_N_C2/02343_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02493_H_A_N_C6,N/N,../data/train/raw/video/N/N/02493_H_A_N_C6/02493_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00309_H_A_N_C1,N/N,../data/train/raw/video/N/N/00309_H_A_N_C1/00309_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02380_H_A_N_C8,N/N,../data/train/raw/video/N/N/02380_H_A_N_C8/02380_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02270_H_A_N_C7,N/N,../data/train/raw/video/N/N/02270_H_A_N_C7/02270_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00188_H_A_N_C3,N/N,../data/train/raw/video/N/N/00188_H_A_N_C3/00188_H_A_N_C3.mp4,10.0,100,1280,720,10.0
00326_H_A_N_C8,N/N,../data/train/raw/video/N/N/00326_H_A_N_C8/00326_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02282_H_A_N_C1,N/N,../data/train/raw/video/N/N/02282_H_A_N_C1/02282_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02409_H_A_N_C4,N/N,../data/train/raw/video/N/N/02409_H_A_N_C4/02409_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00280_H_D_N_C5,N/N,../data/train/raw/video/N/N/00280_H_D_N_C5/00280_H_D_N_C5.mp4,10.0,100,1280,720,10.0
02368_H_A_N_C8,N/N,../data/train/raw/video/N/N/02368_H_A_N_C8/02368_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00521_H_D_N_C6,N/N,../data/train/raw/video/N/N/00521_H_D_N_C6/00521_H_D_N_C6.mp4,10.0,100,1280,720,10.0
02034_H_A_N_C2,N/N,../data/train/raw/video/N/N/02034_H_A_N_C2/02034_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02523_H_A_N_C3,N/N,../data/train/raw/video/N/N/02523_H_A_N_C3/02523_H_A_N_C3.mp4,10.0,100,1280,720,10.0
02531_H_A_N_C5,N/N,../data/train/raw/video/N/N/02531_H_A_N_C5/02531_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02065_H_A_N_C3,N/N,../data/train/raw/video/N/N/02065_H_A_N_C3/02065_H_A_N_C3.mp4,10.0,100,1280,720,10.0
00276_H_D_N_C2,N/N,../data/train/raw/video/N/N/00276_H_D_N_C2/00276_H_D_N_C2.mp4,10.0,100,1280,720,10.0
02397_H_A_N_C4,N/N,../data/train/raw/video/N/N/02397_H_A_N_C4/02397_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00604_H_D_N_C6,N/N,../data/train/raw/video/N/N/00604_H_D_N_C6/00604_H_D_N_C6.mp4,10.0,100,1280,720,10.0
00306_H_A_N_C2,N/N,../data/train/raw/video/N/N/00306_H_A_N_C2/00306_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02639_H_A_N_C1,N/N,../data/train/raw/video/N/N/02639_H_A_N_C1/02639_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00678_H_D_N_C2,N/N,../data/train/raw/video/N/N/00678_H_D_N_C2/00678_H_D_N_C2.mp4,10.0,100,1280,720,10.0
02669_H_A_N_C4,N/N,../data/train/raw/video/N/N/02669_H_A_N_C4/02669_H_A_N_C4.mp4,10.0,100,1280,720,10.0
02323_H_A_N_C7,N/N,../data/train/raw/video/N/N/02323_H_A_N_C7/02323_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00491_H_D_N_C1,N/N,../data/train/raw/video/N/N/00491_H_D_N_C1/00491_H_D_N_C1.mp4,10.0,100,1280,720,10.0
02201_H_A_N_C7,N/N,../data/train/raw/video/N/N/02201_H_A_N_C7/02201_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02494_H_A_N_C1,N/N,../data/train/raw/video/N/N/02494_H_A_N_C1/02494_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02460_H_A_N_C3,N/N,../data/train/raw/video/N/N/02460_H_A_N_C3/02460_H_A_N_C3.mp4,10.0,100,1280,720,10.0
02323_H_A_N_C6,N/N,../data/train/raw/video/N/N/02323_H_A_N_C6/02323_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00129_H_A_N_C1,N/N,../data/train/raw/video/N/N/00129_H_A_N_C1/00129_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02041_H_A_N_C8,N/N,../data/train/raw/video/N/N/02041_H_A_N_C8/02041_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00647_H_D_N_C1,N/N,../data/train/raw/video/N/N/00647_H_D_N_C1/00647_H_D_N_C1.mp4,10.0,100,1280,720,10.0
00551_H_D_N_C7,N/N,../data/train/raw/video/N/N/00551_H_D_N_C7/00551_H_D_N_C7.mp4,10.0,100,1280,720,10.0
02380_H_A_N_C3,N/N,../data/train/raw/video/N/N/02380_H_A_N_C3/02380_H_A_N_C3.mp4,10.0,100,1280,720,10.0
02034_H_A_N_C7,N/N,../data/train/raw/video/N/N/02034_H_A_N_C7/02034_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02097_H_A_N_C4,N/N,../data/train/raw/video/N/N/02097_H_A_N_C4/02097_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00057_H_A_N_C1,N/N,../data/train/raw/video/N/N/00057_H_A_N_C1/00057_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00694_H_D_N_C3,N/N,../data/train/raw/video/N/N/00694_H_D_N_C3/00694_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00092_H_A_N_C8,N/N,../data/train/raw/video/N/N/00092_H_A_N_C8/00092_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02245_H_A_N_C6,N/N,../data/train/raw/video/N/N/02245_H_A_N_C6/02245_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02505_H_A_N_C4,N/N,../data/train/raw/video/N/N/02505_H_A_N_C4/02505_H_A_N_C4.mp4,10.0,100,1280,720,10.0
02523_H_A_N_C6,N/N,../data/train/raw/video/N/N/02523_H_A_N_C6/02523_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00069_H_D_N_C1,N/N,../data/train/raw/video/N/N/00069_H_D_N_C1/00069_H_D_N_C1.mp4,10.0,100,1280,720,10.0
02278_H_A_N_C6,N/N,../data/train/raw/video/N/N/02278_H_A_N_C6/02278_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02061_H_A_N_C2,N/N,../data/train/raw/video/N/N/02061_H_A_N_C2/02061_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00103_H_A_N_C6,N/N,../data/train/raw/video/N/N/00103_H_A_N_C6/00103_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00318_H_A_N_C3,N/N,../data/train/raw/video/N/N/00318_H_A_N_C3/00318_H_A_N_C3.mp4,10.0,100,1280,720,10.0
00052_H_A_N_C6,N/N,../data/train/raw/video/N/N/00052_H_A_N_C6/00052_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02583_H_D_N_C5,N/N,../data/train/raw/video/N/N/02583_H_D_N_C5/02583_H_D_N_C5.mp4,10.0,100,1280,720,10.0
02250_H_A_N_C7,N/N,../data/train/raw/video/N/N/02250_H_A_N_C7/02250_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02153_H_A_N_C5,N/N,../data/train/raw/video/N/N/02153_H_A_N_C5/02153_H_A_N_C5.mp4,10.0,100,1280,720,10.0
00036_H_A_N_C7,N/N,../data/train/raw/video/N/N/00036_H_A_N_C7/00036_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00595_H_D_N_C4,N/N,../data/train/raw/video/N/N/00595_H_D_N_C4/00595_H_D_N_C4.mp4,10.0,100,1280,720,10.0
02553_H_D_N_C2,N/N,../data/train/raw/video/N/N/02553_H_D_N_C2/02553_H_D_N_C2.mp4,10.0,100,1280,720,10.0
00600_H_D_N_C1,N/N,../data/train/raw/video/N/N/00600_H_D_N_C1/00600_H_D_N_C1.mp4,10.0,100,1280,720,10.0
02285_H_A_N_C8,N/N,../data/train/raw/video/N/N/02285_H_A_N_C8/02285_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02105_H_A_N_C5,N/N,../data/train/raw/video/N/N/02105_H_A_N_C5/02105_H_A_N_C5.mp4,10.0,100,1280,720,10.0
00559_H_D_N_C7,N/N,../data/train/raw/video/N/N/00559_H_D_N_C7/00559_H_D_N_C7.mp4,10.0,100,1280,720,10.0
00542_H_D_N_C6,N/N,../data/train/raw/video/N/N/00542_H_D_N_C6/00542_H_D_N_C6.mp4,10.0,100,1280,720,10.0
00486_H_D_N_C6,N/N,../data/train/raw/video/N/N/00486_H_D_N_C6/00486_H_D_N_C6.mp4,10.0,100,1280,720,10.0
02624_H_A_N_C2,N/N,../data/train/raw/video/N/N/02624_H_A_N_C2/02624_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02625_H_A_N_C1,N/N,../data/train/raw/video/N/N/02625_H_A_N_C1/02625_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02592_H_A_N_C8,N/N,../data/train/raw/video/N/N/02592_H_A_N_C8/02592_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00618_H_D_N_C3,N/N,../data/train/raw/video/N/N/00618_H_D_N_C3/00618_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00690_H_D_N_C2,N/N,../data/train/raw/video/N/N/00690_H_D_N_C2/00690_H_D_N_C2.mp4,10.0,100,1280,720,10.0
02351_H_A_N_C1,N/N,../data/train/raw/video/N/N/02351_H_A_N_C1/02351_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00006_H_A_N_C6,N/N,../data/train/raw/video/N/N/00006_H_A_N_C6/00006_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00148_H_A_N_C1,N/N,../data/train/raw/video/N/N/00148_H_A_N_C1/00148_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00508_H_D_N_C5,N/N,../data/train/raw/video/N/N/00508_H_D_N_C5/00508_H_D_N_C5.mp4,10.0,100,1280,720,10.0
02018_H_A_N_C2,N/N,../data/train/raw/video/N/N/02018_H_A_N_C2/02018_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00212_H_D_N_C1,N/N,../data/train/raw/video/N/N/00212_H_D_N_C1/00212_H_D_N_C1.mp4,10.0,100,1280,720,10.0
02299_H_A_N_C7,N/N,../data/train/raw/video/N/N/02299_H_A_N_C7/02299_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00248_H_D_N_C3,N/N,../data/train/raw/video/N/N/00248_H_D_N_C3/00248_H_D_N_C3.mp4,10.0,100,1280,720,10.0
02591_H_A_N_C8,N/N,../data/train/raw/video/N/N/02591_H_A_N_C8/02591_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02501_H_A_N_C2,N/N,../data/train/raw/video/N/N/02501_H_A_N_C2/02501_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00160_H_A_N_C8,N/N,../data/train/raw/video/N/N/00160_H_A_N_C8/00160_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00318_H_A_N_C8,N/N,../data/train/raw/video/N/N/00318_H_A_N_C8/00318_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00027_H_A_N_C8,N/N,../data/train/raw/video/N/N/00027_H_A_N_C8/00027_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02561_H_D_N_C3,N/N,../data/train/raw/video/N/N/02561_H_D_N_C3/02561_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00156_H_A_N_C5,N/N,../data/train/raw/video/N/N/00156_H_A_N_C5/00156_H_A_N_C5.mp4,10.0,100,1280,720,10.0
00099_H_A_N_C5,N/N,../data/train/raw/video/N/N/00099_H_A_N_C5/00099_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02573_H_D_N_C2,N/N,../data/train/raw/video/N/N/02573_H_D_N_C2/02573_H_D_N_C2.mp4,10.0,100,1280,720,10.0
02592_H_A_N_C7,N/N,../data/train/raw/video/N/N/02592_H_A_N_C7/02592_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02093_H_A_N_C7,N/N,../data/train/raw/video/N/N/02093_H_A_N_C7/02093_H_A_N_C7.mp4,10.0,100,1280,720,10.0
00152_H_A_N_C3,N/N,../data/train/raw/video/N/N/00152_H_A_N_C3/00152_H_A_N_C3.mp4,10.0,100,1280,720,10.0
02398_H_A_N_C4,N/N,../data/train/raw/video/N/N/02398_H_A_N_C4/02398_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00326_H_A_N_C6,N/N,../data/train/raw/video/N/N/00326_H_A_N_C6/00326_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02006_H_A_N_C8,N/N,../data/train/raw/video/N/N/02006_H_A_N_C8/02006_H_A_N_C8.mp4,10.0,100,1280,720,10.0
00533_H_D_N_C3,N/N,../data/train/raw/video/N/N/00533_H_D_N_C3/00533_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00288_H_A_N_C6,N/N,../data/train/raw/video/N/N/00288_H_A_N_C6/00288_H_A_N_C6.mp4,10.0,100,1280,720,10.0
02193_H_A_N_C3,N/N,../data/train/raw/video/N/N/02193_H_A_N_C3/02193_H_A_N_C3.mp4,10.0,100,1280,720,10.0
00330_H_A_N_C8,N/N,../data/train/raw/video/N/N/00330_H_A_N_C8/00330_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02592_H_A_N_C5,N/N,../data/train/raw/video/N/N/02592_H_A_N_C5/02592_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02501_H_A_N_C6,N/N,../data/train/raw/video/N/N/02501_H_A_N_C6/02501_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00051_H_A_N_C2,N/N,../data/train/raw/video/N/N/00051_H_A_N_C2/00051_H_A_N_C2.mp4,10.0,100,1280,720,10.0
00164_H_A_N_C6,N/N,../data/train/raw/video/N/N/00164_H_A_N_C6/00164_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00334_H_A_N_C1,N/N,../data/train/raw/video/N/N/00334_H_A_N_C1/00334_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02432_H_A_N_C2,N/N,../data/train/raw/video/N/N/02432_H_A_N_C2/02432_H_A_N_C2.mp4,10.0,100,1280,720,10.0
02185_H_A_N_C4,N/N,../data/train/raw/video/N/N/02185_H_A_N_C4/02185_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00454_H_A_N_C7,N/N,../data/train/raw/video/N/N/00454_H_A_N_C7/00454_H_A_N_C7.mp4,10.0,100,1280,720,10.0
02137_H_A_N_C5,N/N,../data/train/raw/video/N/N/02137_H_A_N_C5/02137_H_A_N_C5.mp4,10.0,100,1280,720,10.0
02161_H_A_N_C3,N/N,../data/train/raw/video/N/N/02161_H_A_N_C3/02161_H_A_N_C3.mp4,10.0,100,1280,720,10.0
00200_H_A_N_C1,N/N,../data/train/raw/video/N/N/00200_H_A_N_C1/00200_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02448_H_A_N_C4,N/N,../data/train/raw/video/N/N/02448_H_A_N_C4/02448_H_A_N_C4.mp4,10.0,100,1280,720,10.0
00030_H_A_N_C1,N/N,../data/train/raw/video/N/N/00030_H_A_N_C1/00030_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02591_H_A_N_C1,N/N,../data/train/raw/video/N/N/02591_H_A_N_C1/02591_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02105_H_A_N_C1,N/N,../data/train/raw/video/N/N/02105_H_A_N_C1/02105_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00560_H_D_N_C3,N/N,../data/train/raw/video/N/N/00560_H_D_N_C3/00560_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00612_H_D_N_C6,N/N,../data/train/raw/video/N/N/00612_H_D_N_C6/00612_H_D_N_C6.mp4,10.0,100,1280,720,10.0
00703_H_D_N_C7,N/N,../data/train/raw/video/N/N/00703_H_D_N_C7/00703_H_D_N_C7.mp4,10.0,100,1280,720,10.0
02310_H_A_N_C6,N/N,../data/train/raw/video/N/N/02310_H_A_N_C6/02310_H_A_N_C6.mp4,10.0,100,1280,720,10.0
00252_H_D_N_C3,N/N,../data/train/raw/video/N/N/00252_H_D_N_C3/00252_H_D_N_C3.mp4,10.0,100,1280,720,10.0
00113_H_A_N_C1,N/N,../data/train/raw/video/N/N/00113_H_A_N_C1/00113_H_A_N_C1.mp4,10.0,100,1280,720,10.0
00618_H_D_N_C8,N/N,../data/train/raw/video/N/N/00618_H_D_N_C8/00618_H_D_N_C8.mp4,10.0,100,1280,720,10.0
02604_H_A_N_C1,N/N,../data/train/raw/video/N/N/02604_H_A_N_C1/02604_H_A_N_C1.mp4,10.0,100,1280,720,10.0
02010_H_A_N_C8,N/N,../data/train/raw/video/N/N/02010_H_A_N_C8/02010_H_A_N_C8.mp4,10.0,100,1280,720,10.0
02073_H_A_N_C4,N/N,../data/train/raw/video/N/N/02073_H_A_N_C4/02073_H_A_N_C4.mp4,10.0,100,1280,720,10.0
